DH12,PSP_1,PSP_2,PSP_3,PSP_4,PSP_5,PSP_6,PSP_7,PSP_8,PSP_9,PSP_10,PSP_11,PSP_12,PSP_13,HRF
6.81691075060855,0.111795265769137,0.136219303971762,0.130574423218451,0.144986239747876,0.14243697763734,0.15194905499571,0.123044970843994,0.116578488818908,0.17426283684925,0.124523207461466,0.110317940406398,0.133212829862748,0.203679375918771,-1.357050238438
