,Filename,fn1,f0,fs,iferror,ifmethod,rho,p,r,g,arfunc,automodel,dq,pq,nramp,causality,f0.1,ifquality,ifwinsize,OQ1,OQ2,NAQ,AQ,ClQ,OQa,QOQ,SQ1,SQ2,DH12,PSP,HRF,Unnamed: 31
88,88.mat,88,181.7059986176351,16000,3.4579169359568014,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,181.7059986176351,,3.1049375,0.529653410618086,0.47620863841491207,0.08625670658748599,0.0014144725112539998,0.25556313337701997,0.25679218705970197,0.312566372806844,0.938190302430476,0.7183969370996479,-14.402660481885295,0.744728694842114,24.87295446262744,
89,89.mat,89,181.37696208415386,16000,24.162131566280237,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,181.37696208415386,,6.8899375,1.0056505352731528,0.9378138729252622,0.22906381742275897,0.001266261171474,0.643855002751069,0.5337925959173879,0.706900124439698,0.5619208221978559,0.456560668035758,18.76615748795753,0.597790610561956,-3.6549525257680964,
90,9.mat,9,194.10285622846732,16000,1.8546752615160769,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,194.10285622846732,,2.8449375,,,,,,,,,,19.758315898043705,,-10.431732237436432,
91,90.mat,90,173.30678390982203,16000,1.365866994739746,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,173.30678390982203,,2.9499375,,,,,,,,,,17.50322527233557,,-5.967027494924391,
92,91.mat,91,191.88314877281616,16000,2.4384181978847472,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,191.88314877281616,,3.0749375,,,,,,,,,,8.370534926806156,,-9.755670704705585,
93,92.mat,92,185.48940643867905,16000,0.7342350883347191,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,185.48940643867905,,2.5999375,,,,,,,,,,18.468564266819914,,-12.071398448167939,
94,93.mat,93,222.64009343633583,16000,2.653120321254562,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,222.64009343633583,,3.1849375,,,,,,,,,,15.888096277949536,,-5.837532026921604,
95,94.mat,94,223.0337515819783,16000,1.095866234651168,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,223.0337515819783,,3.1849375,0.350113358848548,0.300304596803461,0.034903802466065004,0.000175189068313,0.026356405555477004,0.05835705532333001,0.056450628878238,12.283805263642561,10.393989069236012,7.35386877931424,2.260001621240027,-2.421373727253171,
96,95.mat,95,197.51689883508143,16000,0.641779653923704,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,197.51689883508143,,3.3449375,0.49887476155710897,0.422556896128849,0.036060003889598,0.00018322051564,0.176541843149468,0.059500107746726,0.082553150582733,2.11718404810928,1.3310117934430572,16.73772475448714,0.516831049697836,-1.353329549544035,
97,96.mat,96,207.77231799528863,16000,2.2372758088222784,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,207.77231799528863,,3.3349375,,,,,,,,,,16.40513144289544,,-7.419571227670282,
98,97.mat,97,189.3446529671872,16000,0.8528978929875181,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,189.3446529671872,,3.3799375,,,,,,,,,,17.446460617468887,,-6.357995301023735,
99,98.mat,98,191.97121620922408,16000,2.1225656334771,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,191.97121620922408,,3.6949375,,,,,,,,,,9.578577906951972,,-8.962580340356482,
100,99.mat,99,209.700290955361,16000,2.407224239793683,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,209.700290955361,,2.96,,,,,,,,,,9.92837993205535,,-9.090496408789976,
