,Filename,fn1,f0,fs,iferror,ifmethod,rho,p,r,g,arfunc,automodel,dq,pq,nramp,causality,f0.1,ifquality,ifwinsize,OQ1,OQ2,NAQ,AQ,ClQ,OQa,QOQ,SQ1,SQ2,DH12,PSP,HRF,Unnamed: 31
41,45.mat,45,225.7585279457741,16000,0.419099910246549,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,225.7585279457741,,1.359125,0.9851006386906309,0.755842914964697,0.058262127017469,0.000257883246517,0.40178620359244704,0.11748543241612,0.073350154803792,0.785714098434547,0.608294785884811,8.484792282093133,0.46230457539605796,-7.861908674120612,
42,46.mat,46,228.6902143219742,16000,0.064097422449027,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,228.6902143219742,,1.32575,,,,,,,,,,13.84069375329527,,-7.838436043134194,
43,47.mat,47,228.72538325344343,16000,0.199778565571066,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,228.72538325344343,,1.876125,,,,,,,,,,2.3321660881125648,,-5.037833496996045,
44,48.mat,48,236.22562042516643,16000,0.052142211421757005,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,236.22562042516643,,1.55925,0.8608130043381039,0.546448298502785,0.06099703641802599,0.00025600608911099997,0.404979044787219,0.145215139225628,0.10053033468531698,1.033964985814944,0.35752261164858706,19.06514324641287,0.6198853005856031,-10.986361567304485,
45,49.mat,49,237.38511041940586,16000,0.6461357518077,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,237.38511041940586,,1.909375,0.331655598157005,0.287683837402268,0.034841140085889,0.000147124505198,0.243281215573067,0.081202464424041,0.081173195282532,0.324951512423907,0.121906527014781,-3.3015940329075804,0.505161544600315,-1.908205753583961,
46,5.mat,5,248.62715583302693,16000,0.27349094512831,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,248.62715583302693,,1.3743125,,,,,,,,,,14.491604028761985,,-5.744751187633931,
47,50.mat,50,229.5166661616663,16000,0.14128804696977898,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,229.5166661616663,,1.359125,0.6900262895911141,0.582922586454906,0.06379080344015,0.000278042434931,0.45472050465034003,0.154607589270413,0.25576130156910604,0.646496825141223,0.14866391053348002,13.409312667504055,0.624030336551155,-7.3683192057954106,
48,51.mat,51,232.99267618311862,16000,0.08299689978934,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,232.99267618311862,,1.4425,,,,,,,,,,12.781692203495574,,-3.3546886112135668,
49,52.mat,52,230.11290352955686,16000,0.07315123188583501,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,230.11290352955686,,1.2756875,,,,,,,,,,12.613827194926913,,-3.7492965937585687,
50,53.mat,53,232.52407328773586,16000,0.063516790637748,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,232.52407328773586,,1.125625,0.44479024041734705,0.39521205498896994,0.045582850579682005,0.00019758328043,0.20776671034553898,0.11977421865173901,0.118419007925992,1.140815723931963,0.902191425814507,19.77305354519806,0.39885366565211294,-9.419720260884457,
51,54.mat,54,254.82676710692402,16000,1.2018784447394542,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,254.82676710692402,,5.3114375,0.759156486064115,0.7026918234934929,0.018590187379393996,7.229920195899999e-05,0.6705507574862399,0.044249975790386,0.134681856885315,0.132138734597871,0.04793233867596201,4.988206693329424,0.5786656481868779,-4.156949373702272,
52,55.mat,55,239.4012135852644,16000,0.912119944619674,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,239.4012135852644,,4.4275625,1.001010027793711,0.276246869763452,0.10906158116534802,0.00045613924251599995,0.18658544815146103,0.24760256536190198,0.7043550316981021,4.822387215099754,0.47278730082583204,17.158560544133373,0.66089729117316,-0.20343484809325602,
53,56.mat,56,220.13071164916974,16000,0.254368066417962,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,220.13071164916974,,1.5425625,0.7167321803795509,0.577767893415139,0.067959932809376,0.00030349963680400004,0.49379752998451204,0.204675404868742,0.28355776384207204,0.681772100422861,0.249424600885986,19.554831914586913,0.275079570744045,-6.1605907422604,
54,57.mat,57,231.89454392893288,16000,0.044437244421647,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,231.89454392893288,,0.9255625,0.8968387978058759,0.7893474472804249,0.013449877984609,5.7620551505e-05,0.7674641777154592,0.035411538725878995,0.078985772638729,0.183088214065932,0.046713317092500005,12.2144596722109,0.401131770068705,-4.8820793215458735,
55,58.mat,58,241.66954792934916,16000,0.048656544543137996,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,241.66954792934916,,0.9255,1.00568396117065,0.719696315894055,0.001006605234545,4.179704039e-06,0.08751310001947701,0.0014887367852910002,0.007904660304863002,10.491810494049751,7.223869520493269,5.899845141097686,0.32874790738648196,-5.0013010221647445,
56,59.mat,59,229.85507418600724,16000,0.033846535429657,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,229.85507418600724,,1.3424375,0.536836786134178,0.391340117576067,0.012485497836554,5.4102840343e-05,0.319223421868785,0.033893498574223004,0.04207206110913401,0.9940168526934351,0.22591292106669,14.119185150138115,0.365454637998685,-6.760373664079839,
57,6.mat,6,255.49738410497073,16000,0.756957763852607,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,255.49738410497073,,2.2429375,,,,,,,,,,7.4585590947257785,,-9.887470335296099,
58,60.mat,60,114.39885045789451,16000,0.087161858842728,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,114.39885045789451,,1.1423125,,,,,,,,,,19.423849708461013,,-6.890722994333954,
59,61.mat,61,237.60706262177814,16000,0.025389661247856004,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,237.60706262177814,,1.0423125,,,,,,,,,,-7.501575502183599,,-8.641484432467193,
60,62.mat,62,234.0566383729337,16000,0.10348434635345802,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,234.0566383729337,,1.192375,,,,,,,,,,11.596155692429134,,-10.47419254993556,
61,63.mat,63,233.29289147986583,16000,0.26501852999273495,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,233.29289147986583,,1.5091875,,,,,,,,,,12.854749681404245,,-9.353173513415316,
62,64.mat,64,241.4885575521284,16000,0.10695003255480699,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,241.4885575521284,,1.1423125,,,,,,,,,,14.149674483151975,,-7.672472924996495,
63,65.mat,65,234.6413700152704,16000,0.03941782447334401,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,234.6413700152704,,2.092875,,,,,,,,,,13.340938109528407,,-8.755375401956204,
64,66.mat,66,242.88393587882626,16000,0.092046157026696,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,242.88393587882626,,0.9178125,,,,,,,,,,5.253528713899378,,-7.079834311748941,
65,67.mat,67,234.5888595183643,16000,0.073668829525197,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,234.5888595183643,,1.168,0.993577289393116,0.612737610501355,0.10369128927450999,0.00044243904826699997,0.19527873171615398,0.224019191034499,0.48380878945919603,4.7422298269829275,2.5412244429260666,12.091952930963162,0.525624228728587,-8.696899504065426,
66,68.mat,68,109.74178944384458,16000,1.519960298881699,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,109.74178944384458,,1.395875,,,,,,,,,,27.134055632543053,,-8.606892736356478,
67,69.mat,69,215.55104491012725,16000,0.203346170083043,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,215.55104491012725,,1.496125,,,,,,,,,,12.777427517293287,,-6.002651547798874,
68,7.mat,7,264.6807791934368,16000,2.06989529163924,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,264.6807791934368,,9.8186875,1.0078881732932878,0.7226858041831851,0.119986709478212,0.000457577379961,0.689908094135432,0.30015074070635805,0.670291605579389,0.447075775613495,0.21177273581692002,10.487240321166382,0.5239190621446249,-5.559822798500393,
69,70.mat,70,227.6191882785669,16000,0.924044960734644,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,227.6191882785669,,1.6130625,,,,,,,,,,17.05856420899146,,-1.614664292060681,
70,71.mat,71,222.58316254096383,16000,0.16971293934560702,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,222.58316254096383,,1.496125,0.9253296133495301,0.591266047874104,0.032509708682189,0.000145770006916,0.49369455254855,0.09669688477366699,0.450263327299874,0.291076297035292,0.19763534926984802,14.277822334941234,0.452072047451871,-9.168872431637263,
71,72.mat,72,218.89519622467847,16000,0.426110041475859,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,218.89519622467847,,2.092875,,,,,,,,,,-7.921182580792731,,-3.867502973088371,
72,73.mat,73,209.17541674966662,16000,0.036043382895436,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,209.17541674966662,,1.2286875,0.5893695521197271,0.44695262095115296,0.027215696790697002,0.000129352131544,0.290431829585018,0.052814902183970995,0.063963606433189,0.6289069008519169,0.092299806973998,15.286677364564548,0.36892675393835106,-4.0709349983478615,
73,74.mat,74,107.63995517395172,16000,0.041420910015755,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,107.63995517395172,,1.329,0.8510514861111569,0.565505302541406,0.03088563105036,0.000141964393454,0.04880268465328501,0.053714011277350995,0.058376620939128,16.438620275859595,10.587585940384141,12.201973224371738,0.183677594719254,-8.989787595234194,
74,75.mat,75,229.64335049552253,16000,0.170540606073029,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,229.64335049552253,,1.2955,,,,,,,,,,10.37616991059739,,-6.456791922394467,
75,76.mat,76,244.4747205857671,16000,1.4531004010522381,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,244.4747205857671,,7.1628125,,,,,,,,,,13.587936325065513,,-10.680519217390348,
76,77.mat,77,248.9046231748548,16000,0.48271305105959206,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,248.9046231748548,,4.7711875,,,,,,,,,,7.620164492017668,,-11.152173690770233,
77,78.mat,78,236.3142874714781,16000,0.26762441995891,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,236.3142874714781,,1.197125,0.174195059366064,0.130833827569706,0.023805383456424,0.000100844501458,0.042311214367143996,0.05997858555948099,0.046174363923408,3.1169950324406765,2.092178504602386,9.907872370255284,0.36732295005800897,-6.271293091089808,
78,79.mat,79,236.6930535922636,16000,0.4552749367003,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,236.6930535922636,,1.84275,,,,,,,,,,10.934360384804762,,-6.6155356098498235,
79,8.mat,8,260.0438864999307,16000,0.34088480810538596,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,260.0438864999307,,1.2295625,,,,,,,,,,22.229683541271157,,-9.68294857300426,
80,80.mat,80,232.7086306079429,16000,0.328905123150936,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,232.7086306079429,,1.0126875,,,,,,,,,,11.695065490586991,,-6.714597065179945,
81,81.mat,81,229.7798851416224,16000,0.09704400996927601,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,229.7798851416224,,0.9895625,,,,,,,,,,8.723884611498708,,-5.352494429950763,
82,82.mat,82,221.0564563024892,16000,0.08671200546071699,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,221.0564563024892,,1.7505625,,,,,,,,,,18.6437495403918,,4.763420314538561,
83,83.mat,83,227.63950807007447,16000,0.30369880423369394,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,227.63950807007447,,1.958,,,,,,,,,,9.708378927210711,,-4.712954246781947,
84,84.mat,84,234.71574069195682,16000,0.160110977904702,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,234.71574069195682,,1.566,,,,,,,,,,15.249907408845607,,-8.865172560161385,
85,85.mat,85,204.98827093709136,16000,0.020196344417202,qcp,0.99,10,10,2,dap,0,0.7,0.1,7,causal,204.98827093709136,,1.3354375,,,,,,,,,,5.781474535624881,,0.8048381355077241,
