,AQ_kurt,AQ_max,AQ_mean,AQ_median,AQ_min,AQ_skew,AQ_std,ClQ_kurt,ClQ_max,ClQ_mean,ClQ_median,ClQ_min,ClQ_skew,ClQ_std,DH12,HRF,NAQ_kurt,NAQ_max,NAQ_mean,NAQ_median,NAQ_min,NAQ_skew,NAQ_std,OQ1_kurt,OQ1_max,OQ1_mean,OQ1_median,OQ1_min,OQ1_skew,OQ1_std,OQ2_kurt,OQ2_max,OQ2_mean,OQ2_median,OQ2_min,OQ2_skew,OQ2_std,OQa_kurt,OQa_max,OQa_mean,OQa_median,OQa_min,OQa_skew,OQa_std,PSP,QOQ_kurt,QOQ_max,QOQ_mean,QOQ_median,QOQ_min,QOQ_skew,QOQ_std,SQ1_kurt,SQ1_max,SQ1_mean,SQ1_median,SQ1_min,SQ1_skew,SQ1_std,SQ2_kurt,SQ2_max,SQ2_mean,SQ2_median,SQ2_min,SQ2_skew,SQ2_std,,label
20,-0.020766083,0.001562057,0.000572068,0.000249483,9.60E-05,1.241470731,0.000592604,-2.952470249,0.733585104,0.394936215,0.391452973,0.091931057,0.036300098,0.299673473,6.843815824,-10.38023224,0.577336617,0.190294584,0.085768804,0.059565256,0.022909343,1.159067752,0.061532845,-2.596151037,0.998862093,0.620321696,0.617173092,0.203043145,-0.046383601,0.343873815,-2.756104676,0.785671664,0.494167474,0.538702077,0.15703537,-0.191773512,0.294463406,4.209057653,0.552730988,0.224393359,0.147664249,0.109219959,2.041618698,0.168085067,-0.112471626,5.394696441,0.674155176,0.204587278,0.095296622,0.083821246,2.307915245,0.233301627,2.44220892,2.633901935,1.022282428,0.844611048,0.117531408,1.415063018,0.882142399,-2.390097373,0.973915947,0.489480932,0.407152952,0.040682907,0.249064922,0.404317158,,1
21,,,,,,,,,,,,,,,15.04649188,-11.01651176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.014990061,,,,,,,,,,,,,,,,,,,,,,,1
22,,,,,,,,,,,,,,,19.03686398,-8.408100765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.314381606,,,,,,,,,,,,,,,,,,,,,,,1
23,-0.758894197,0.001602828,0.00116397,0.001222403,0.000861404,0.237948409,0.0002316,-1.49405172,0.557853756,0.46004989,0.488041807,0.356852347,-0.421995353,0.071074601,12.70239262,-9.574879631,-0.758894197,0.378110661,0.274583154,0.288367554,0.203207099,0.237948409,0.054634982,0.932186239,1.0062511,0.997666053,0.998420646,0.980660839,-1.121397875,0.007808154,-0.812082347,0.959740931,0.838476396,0.89837435,0.578678295,-0.843303389,0.138001057,1.068114137,0.910771253,0.725806927,0.71348555,0.593819794,0.659671606,0.083889975,0.509667296,-1.337388681,0.501395593,0.447490847,0.457736293,0.371518578,-0.487637314,0.047619277,-1.546168694,1.762481233,1.220536523,1.025935501,0.792890055,0.620460288,0.368817171,7.25409955,1.611343481,0.833863023,0.765596644,0.554484312,2.460868825,0.268707486,,1
24,0.064383411,0.005972236,0.00320059,0.003273378,0.000211872,-0.314500858,0.001169946,-0.229575667,0.836857128,0.430000427,0.438433401,0.071491687,0.048915504,0.162910843,19.71112638,-10.55989074,0.132503757,0.346994829,0.190551599,0.194597418,0.012595484,-0.362395896,0.068131744,2.620007331,1.001585492,0.895782308,0.989436004,0.330374062,-1.887554435,0.170468798,0.395047091,0.953219075,0.781456677,0.846057218,0.209461022,-1.182584398,0.195119038,-0.13594618,0.778650827,0.47205377,0.490774185,0.028804808,-0.459824786,0.172091373,0.552597903,-0.427195557,0.813705845,0.49310521,0.516822805,0.167853416,-0.310150754,0.146253877,5.431065771,4.825408698,1.333386224,1.131159377,0.195354011,1.853442761,0.796562545,4.625927277,3.403182976,0.974802596,0.856828359,0.137635781,1.746802113,0.572754753,,1
25,-1.664373192,0.001403626,0.000889561,0.001109233,0.000185723,-0.417185673,0.000428201,-1.136239414,0.785395836,0.405667451,0.49845901,0.12705971,-0.47980664,0.180152719,16.52433003,-8.388208605,-1.666271577,0.354599876,0.222827788,0.277061952,0.04970035,-0.412457563,0.106646168,-0.426393684,1.006173776,0.844221095,0.981491793,0.254381898,-0.990236445,0.212938866,-0.350576276,0.95814159,0.76352309,0.842575495,0.204033714,-0.894277853,0.206767117,-1.519842327,0.922290408,0.548968133,0.652860518,0.099048456,-0.310999867,0.243043484,0.609093529,-0.315754422,0.678676052,0.415746102,0.469491191,0.098078559,-0.597109069,0.123969035,-0.464345676,3.618911559,1.44534954,0.991610173,0.123444526,1.033111573,0.931309273,-0.400097032,3.206377391,1.197233296,0.85789297,0.058469311,1.013064813,0.839540754,,1
26,13.31709037,0.001506338,0.001204871,0.001244257,2.40E-05,-3.265924003,0.000247464,22.26168088,0.93171177,0.483802809,0.459474859,0.431930004,4.097462547,0.069918025,23.26084378,-12.55094935,13.38112904,0.378803464,0.303213952,0.31289728,0.007154591,-3.248856849,0.061382314,14.09343088,1.007737316,0.976998302,0.985787062,0.792986893,-2.680981763,0.031198715,-1.810904798,0.960586105,0.804769672,0.737571357,0.613976717,0.2762862,0.123005921,9.231189018,0.990096433,0.75295106,0.751132092,0.013480175,-2.42250825,0.167713049,0.444404044,8.08021849,0.699197891,0.445709892,0.415016975,0.033824651,-0.796338817,0.081580895,11.18060483,1.221772362,1.047000535,1.111754258,0.080027387,-3.007735947,0.202425553,0.092434707,1.109984969,0.675228386,0.593036503,0,0.09831145,0.242170259,,1
27,1.84198964,0.001268169,0.000754119,0.000780918,0.000219657,0.514949391,0.000167522,-0.992407377,0.743192715,0.390943816,0.364887511,0.130296079,-0.09040494,0.136037184,11.14365656,-7.242585368,2.007691425,0.315455707,0.188673262,0.194334857,0.054639581,0.484118371,0.04114624,-1.172010242,1.007488549,0.822915182,0.808935635,0.488523824,-0.345236547,0.154552298,-0.975327447,0.958498454,0.662964732,0.644118458,0.364337679,-0.025267164,0.164769406,2.035722145,0.952912555,0.557668408,0.560075382,0.16476436,0.426453472,0.124433372,0.267180881,1.353222424,0.543749869,0.34070966,0.337544944,0.199690775,0.749324708,0.062498178,1.435824736,3.07688413,1.282236302,1.121087718,0.355622208,1.417571337,0.588058724,1.2669723,2.020843298,0.79553435,0.768994049,0.125513721,1.201304465,0.365155413,,1
28,-5.301201136,0.001375723,0.000897054,0.000918234,0.000376023,-0.072383025,0.000508684,-4.850049006,0.851434022,0.519942641,0.495187151,0.237962242,0.167086012,0.306429277,16.45741389,-10.13020074,-5.301201136,0.159222889,0.103822791,0.106274117,0.04352004,-0.072383025,0.058873803,3.997094304,1.003339578,0.889658997,0.997706113,0.559884184,-1.999118391,0.219865985,-4.14742882,0.947287019,0.727908581,0.72553808,0.513271145,0.034455257,0.204863323,-4.576542693,0.376015074,0.22795217,0.222294624,0.091204358,0.104718,0.137845913,1.306270198,3.238976937,0.271122631,0.232546068,0.257101657,0.144858325,-1.802303687,0.059504679,2.705718085,3.191799557,1.191349351,0.697593212,0.178411423,1.656368107,1.376319291,-0.526523548,1.519904551,0.669554151,0.579156026,-2.36E-16,0.653800699,0.659579062,,1
29,,,,,,,,,,,,,,,14.15060377,-3.927356104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.111623831,,,,,,,,,,,,,,,,,,,,,,,1
30,,,,,,,,,,,,,,,19.32125813,-8.513541236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.403858445,,,,,,,,,,,,,,,,,,,,,,,1
31,-1.29940617,0.001501741,0.000848753,0.000791959,7.75E-05,0.006430498,0.000428122,-0.368243387,0.85878861,0.420543312,0.472940655,0.075641704,0.061065953,0.160650013,11.21521163,-6.959000255,-1.29940617,0.352515181,0.199234375,0.185902595,0.018184749,0.006430498,0.100496479,0.617091746,1.005994802,0.823405768,0.990972518,0.170474974,-1.011706511,0.214967373,-0.32497276,0.961981484,0.72831051,0.713361152,0.119655021,-0.558263886,0.220669942,-0.983997672,0.88816096,0.503622955,0.491866778,0.048184009,-0.16629633,0.232528852,0.358062939,1.140268035,0.577192851,0.399962285,0.439385364,0.066203093,-1.136162144,0.120904037,1.00956653,2.182656832,1.067669603,1.007794109,0.153919027,0.268583417,0.364831919,2.186937642,1.93034234,0.804119299,0.760152366,0.102500934,0.366735447,0.329417928,,1
32,,,,,,,,,,,,,,,10.35938444,-16.54567259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.093144074,,,,,,,,,,,,,,,,,,,,,,,1
33,,,,,,,,,,,,,,,24.02046994,-13.98931715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.015576392,,,,,,,,,,,,,,,,,,,,,,,1
34,0.924408075,0.0053141,0.003953291,0.003894965,0.002723643,0.31242198,0.000946942,-0.465956985,0.515278654,0.442283853,0.459447937,0.325125874,-0.830610717,0.079217213,16.93499775,-6.720319019,0.924408075,0.282837796,0.210410074,0.207305739,0.144963247,0.31242198,0.050400077,-0.746104085,1.000947928,0.869863192,0.84714901,0.772144019,0.657058728,0.091509251,-1.996866378,0.813726065,0.75697093,0.759814607,0.691583253,-0.216750181,0.051346229,2.038595669,0.588334544,0.493196967,0.488792877,0.406890205,0.341433679,0.064315232,1.633815624,1.772719174,0.510570716,0.452832449,0.460479559,0.381317541,-0.697074034,0.046738652,2.845058943,1.374907936,0.99531928,0.942537148,0.812479947,1.634832651,0.225447202,0.404492277,1.217539895,0.756459309,0.738501936,0.342153896,0.304757081,0.325483888,,1
35,-0.099118621,0.001586079,0.000823442,0.000690251,0.00046705,1.008072978,0.000322746,-1.770091872,0.589051669,0.36600838,0.316296692,0.199321875,0.219935432,0.137546851,14.01308045,-9.528073075,-0.099118621,0.357758638,0.185736953,0.155694184,0.105348524,1.008072978,0.07279904,-1.428007428,1.006730495,0.86734303,0.882301087,0.657958326,-0.318582121,0.123200144,-0.759423144,0.950340083,0.725056704,0.77454565,0.354395507,-0.571849889,0.187392828,-0.210497227,0.827468452,0.566907364,0.541145852,0.247966056,0.25794248,0.125377532,0.30163463,-0.161053196,0.551512759,0.396938546,0.398733357,0.250955887,0.05713282,0.065495429,-1.177168248,3.431275592,1.624920476,1.476204232,0.680071626,0.524646121,0.769104457,-0.188731591,2.586551821,1.119673709,0.867629999,0.352141058,1.025423887,0.599983651,,1
36,-1.344001687,0.001663038,0.000915799,0.000869497,0.000239111,0.044731129,0.000451081,0.140337825,0.676389392,0.437613599,0.494312368,0.100768332,-1.207364871,0.155109196,20.19391531,-2.960625374,-1.344001687,0.374937687,0.206470168,0.196031212,0.053908463,0.044731129,0.101697792,0.114669604,1.006764815,0.914302604,0.996418208,0.587556823,-1.434317814,0.157092981,-1.583944863,0.950322252,0.787112699,0.844731926,0.537105903,-0.299923916,0.154400728,-0.797709105,1.03521509,0.618677139,0.63988581,0.190167063,-0.435343446,0.229928281,0.640583716,-1.136157956,0.60406108,0.423089159,0.414504165,0.240733587,-0.039729453,0.098328378,2.814514253,5.068498409,1.456226134,1.026214136,0.479146166,2.018805063,1.131368492,2.521362494,4.614523254,1.148521819,0.760998639,0.220835474,1.925439133,1.105051304,,1
37,-0.380738244,0.001554817,0.000800585,0.00073233,4.14E-05,0.438147163,0.000332392,-0.649517228,0.778067552,0.329999678,0.269968147,0.029711424,0.607460888,0.19607268,18.13497364,-6.707485692,0.12706048,0.373669366,0.144576199,0.135578169,0.008108958,0.843227137,0.08274747,-0.050010099,1.006967876,0.784446179,0.836421168,0.104289709,-0.832664607,0.217365948,-0.91007892,0.959525057,0.614482369,0.584685931,0.029711424,-0.10551067,0.238340526,0.251618378,1.111491953,0.425296134,0.402749596,0.015318126,0.561981139,0.199340478,0.760504986,0.058315573,0.773395155,0.348807511,0.330199015,0.032169592,0.533984745,0.141868589,4.056171543,14.67576757,2.358605259,1.409327451,0.113269081,2.089291471,2.564737045,8.155438276,7.829611788,1.305118353,0.948008622,-4.34E-13,2.747209089,1.347495856,,1
38,,0.000553729,0.000393968,0.000393968,0.000234206,,0.000225937,,0.19111574,0.152591851,0.152591851,0.114067963,,0.054481005,18.77080472,-9.102056608,,0.141729116,0.100837562,0.100837562,0.059946009,,0.05782939,,1.006969012,0.629617641,0.629617641,0.25226627,,0.533655426,,0.271101355,0.240576028,0.240576028,0.210050701,,0.043169331,,0.550979767,0.336885161,0.336885161,0.122790555,,0.302775496,2.609631381,,0.753178067,0.420829082,0.420829082,0.088480097,,0.470012442,,4.268896287,2.740219928,2.740219928,1.211543569,,2.16187484,,0.841452195,0.629985719,0.629985719,0.418519244,,0.299058757,,1
