,AQ_kurt,AQ_max,AQ_mean,AQ_median,AQ_min,AQ_skew,AQ_std,ClQ_kurt,ClQ_max,ClQ_mean,ClQ_median,ClQ_min,ClQ_skew,ClQ_std,DH12,HRF,NAQ_kurt,NAQ_max,NAQ_mean,NAQ_median,NAQ_min,NAQ_skew,NAQ_std,OQ1_kurt,OQ1_max,OQ1_mean,OQ1_median,OQ1_min,OQ1_skew,OQ1_std,OQ2_kurt,OQ2_max,OQ2_mean,OQ2_median,OQ2_min,OQ2_skew,OQ2_std,OQa_kurt,OQa_max,OQa_mean,OQa_median,OQa_min,OQa_skew,OQa_std,PSP,QOQ_kurt,QOQ_max,QOQ_mean,QOQ_median,QOQ_min,QOQ_skew,QOQ_std,SQ1_kurt,SQ1_max,SQ1_mean,SQ1_median,SQ1_min,SQ1_skew,SQ1_std,SQ2_kurt,SQ2_max,SQ2_mean,SQ2_median,SQ2_min,SQ2_skew,SQ2_std,filename,label
0,-1.125019210810874,0.0013622828836587699,0.000733814432904388,0.000577717695647337,2.5201552577700897e-05,0.3993453869237849,0.00033949470966779894,-1.5139417627250358,0.63511522975994,0.32886146128749444,0.297148564606137,0.0698327911564169,0.1536769919291418,0.13367415838612867,13.090091975190507,-9.437462072872325,-1.1948658652878872,0.334107397433047,0.1839205267995811,0.14754499572785598,0.00697466209685226,0.3712109512281038,0.08349332907030156,-1.6282609215389827,1.00762685621495,0.7994713031231513,0.8066134796092971,0.338564657771923,-0.1236940435227688,0.18312319517023107,-1.2139256635180584,0.9612228437354541,0.6672388434753095,0.619626167162568,0.13902160477561903,-0.020985234109212353,0.21225452654030216,-0.5790288226781923,1.01874124025448,0.5538774402852306,0.51305635342423,0.0168171889468835,0.0709214503841399,0.2117176170973052,0.28962373866165725,1.7628295309126902,0.8405217182579771,0.37982917921047454,0.35158213039264,0.0708531706938943,0.23255113276211414,0.09848214672129199,-0.8709183046640794,3.8482188978180702,1.670340432660342,1.41780186214779,0.188056930409871,0.38229865769032817,0.6754017440316493,0.30881649808340317,2.6748244063790803,1.1572748284841736,1.00627485636383,0.0752227721639418,0.9527967974289704,0.5367281048182511,D21,1.0
1,,0.000273181648103404,0.000273181648103404,0.000273181648103404,0.000273181648103404,,,,0.212901145182858,0.212901145182858,0.212901145182858,0.212901145182858,,,9.29587443814236,-5.12989875578266,,0.0605669991379003,0.0605669991379003,0.0605669991379003,0.0605669991379003,,,,0.7810320440495441,0.7810320440495441,0.7810320440495441,0.7810320440495441,,,,0.6840340857064511,0.6840340857064511,0.6840340857064511,0.6840340857064511,,,,0.153520387396687,0.153520387396687,0.153520387396687,0.153520387396687,,,1.5199895900578628,,0.516085599321596,0.516085599321596,0.516085599321596,0.516085599321596,,,,2.6685196943338503,2.6685196943338503,2.6685196943338503,2.6685196943338503,,,,2.212918770911,2.212918770911,2.212918770911,2.212918770911,,,D41,1.0
2,,,,,,,,,,,,,,,12.9492453472072,-10.942957359630105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0031439937885471,,,,,,,,,,,,,,,,,,,,,,D62,1.0
3,-1.0303466053771513,0.00141710690883109,0.0007911149690906907,0.000884870603748617,6.875014689712839e-05,-0.18292763648718788,0.00036041630106955954,-0.023530170711627107,0.8697525265314491,0.41568952736147696,0.48614282415824706,0.0410715882453545,-0.560724979732496,0.15826519530887542,8.986129352714821,-7.56825054137408,-1.0620842465590568,0.36486083719191903,0.20633824279143057,0.22805973968031698,0.0177010188840619,-0.2002222350071248,0.09377948176268919,1.655512419142811,1.0079710658113399,0.8238565479465928,0.93710665264158,0.08875819837734901,-1.3539026610030518,0.20416853919110872,-0.08158675893116651,0.9594257517471121,0.699997771012362,0.7606466194935619,0.0410715882453545,-0.7425720769282661,0.21751292437135022,-0.761564673901904,0.9271376448830201,0.5256589614509883,0.558483249357372,0.0467095230521088,-0.4596954648095704,0.21778609913882696,0.30384267468636944,0.5479733294208153,0.7863642882480749,0.386331898854696,0.38644490884261795,0.0465082249937456,0.039178934598401854,0.1374726991905042,26.056685313518763,9.62246941712238,1.2756692000086518,0.979206334843245,0.156945997148977,4.637561338720288,1.1855081376924284,35.373686365998665,8.35687670869605,0.8725564375620792,0.7151241078869459,0.0,5.312220923544069,0.9455533364707195,D26,1.0
4,-0.48570443827144505,0.000403013465094233,0.00021488506396775798,0.00023697728825565,4.55419446370842e-05,0.10118677363193378,9.549678925026585e-05,-0.9314414174714272,0.8393968412562449,0.3452041419264905,0.28206595097679904,0.0804584890144791,0.6214635457542798,0.2535195717884837,20.435840609831,-11.801142144444402,-0.4857044382714455,0.0985675349978356,0.05255579006076543,0.0579590241441917,0.0111384795067224,0.10118677363193246,0.023356249683631734,-1.5593350931901204,0.9768790840825919,0.5782741882600393,0.6395611252537889,0.17123033898498002,-0.08831936688594658,0.2964855939606183,-1.3490453062027878,0.9311129471078069,0.45542437439723027,0.430354793726622,0.126316541940262,0.19012856604842088,0.2653396665220589,1.877900497449756,0.312237837513008,0.13337633660124806,0.12284015270330499,0.0168570811395835,0.9822313315277786,0.06654717692813729,0.9177683803476887,9.545154865936773,0.9329647990770841,0.1968216908553749,0.108010078880845,0.061076994891441,2.8816130649182137,0.20484840483765626,13.816836432958091,9.98538250196181,1.3475716081403664,0.8698569539416021,0.158980833461694,3.59028381501739,2.236481820542241,18.286591862179588,6.931798974439941,0.6883712678204865,0.341031097371798,0.0842720443537419,4.242434460011611,1.5242247976623156,D28,1.0
5,,,,,,,,,,,,,,,22.8373717823953,-12.622603837477701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1073839724588,,,,,,,,,,,,,,,,,,,,,,D72,1.0
6,,,,,,,,,,,,,,,19.4643793709982,-12.187710111089899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6383346299541497,,,,,,,,,,,,,,,,,,,,,,D78,1.0
7,-0.5631767805264047,0.00121905996659552,0.0008081924107460936,0.00080162377280418,0.00031652175665717404,-0.04245856873534013,0.0002351178615063306,-0.16123806717981948,0.601461846173189,0.3799016789068845,0.36760368867861704,0.07179957718466701,-0.13720128619631758,0.13545105946143549,5.99281497607763,-2.364472563643734,-0.5631767805264136,0.33609127778729,0.2228162908049704,0.22100533647974105,0.08726412527472001,-0.042458568735338334,0.06482130877036396,3.308444671804295,1.00145920391075,0.7914811368141976,0.7689827505064659,0.215754846057606,-1.2959643246850865,0.1862565330622922,1.6395376462985118,0.949766000695241,0.6933430063406215,0.677936583835707,0.15795491587718802,-0.7052342832356953,0.19256816036775945,1.505129263696285,0.7805169167751479,0.5424250138142509,0.543486455180451,0.147218369892238,-0.8616951581135681,0.1447987413242679,0.3803776224573965,0.3149582177757284,0.654745086634855,0.37865344741225415,0.348722589440225,0.11495793163812801,0.43717523019961696,0.13060602058795553,5.382906442775381,3.3237066112053997,1.2405432367306481,1.30899713526369,0.6589188666033381,1.9887340235878688,0.6239624676180577,0.259710942634098,1.8102403436621601,0.9132113244361519,0.740194282783083,0.392689833451282,0.8922888069773482,0.39341672280471957,D23,1.0
8,1.0106667841190036,0.0014126583007775,0.0010154279919908809,0.0011566480086384401,8.805593225532681e-07,-1.455431870297758,0.00034827498255430385,4.848459411831195,0.8507450999112192,0.5116757772054873,0.517475419600165,0.0610156746966157,-1.8135256608606087,0.12119686096727358,17.564403376319227,-9.561374346864804,0.8831218808595791,0.374769071131659,0.268308465492342,0.306405836564935,0.000233606668511402,-1.4217931466032745,0.09289520367887719,16.503069275804666,1.00824800430777,0.9466454441939952,0.993566869121455,0.178229302851331,-3.9910146639301716,0.14171506203299855,5.601887452959389,0.9582030947729799,0.7917765545070494,0.843459954883769,0.110686009947144,-2.0729936953279133,0.16338083549572885,1.4852113213161942,0.872195813234314,0.6164093024867677,0.681279180375096,0.000532163054065247,-1.6064117620414489,0.2007426085740956,0.454156428548674,4.174057639254423,0.627792910014138,0.42559144702827867,0.446594095159153,0.0492057723329206,-1.8987477072730026,0.10954779580345794,70.09170521072336,8.65571858187679,0.9776712776139239,0.9196401200231129,0.0774631304033548,7.433506229770327,0.7575752046576743,93.38111770883484,7.17791297033697,0.6201725842797896,0.503547234729715,1.29839663838192e-14,8.7410516449055,0.6007802922140141,D7,1.0
9,,0.0013686954284741401,0.0008735791179542013,0.00109614322035585,0.00015589870503261399,-1.381441406026686,0.000636294002687448,,0.713765897608763,0.4933911898888806,0.5797001069300141,0.186707565127865,-1.277111020369435,0.27392433869591826,17.0438779515851,-8.84340990893468,,0.16973701887195497,0.10833580075272353,0.135936804207293,0.0193335791789226,-1.3814414060266846,0.07890918965271582,,0.998246429782491,0.8651113531701676,0.9394189801180419,0.65766864960997,-1.530795475377041,0.1820426424049565,,0.8145270494065819,0.601903199517301,0.7269664057114409,0.26421614343388,-1.5627691894822782,0.29570445966503867,,0.466458505571891,0.27113290440155435,0.299582756837276,0.0473574507954961,-0.5957359594177062,0.2109940025365234,1.9152278818872919,,0.7689284914703821,0.4260157145367948,0.44990943579893894,0.0592092163410632,-0.30111739819864014,0.35546243797247584,,2.52245314301845,1.1868674797786316,0.7220049088295379,0.316144387487907,1.5022142648967434,1.1743178822553688,,0.41513357133083095,0.27011356079696763,0.254038764217801,0.141168346842271,0.5182044823152908,0.13768818166808272,D56,1.0
