-1.614832358633504494e+00,9.847487613593282063e-01,-2.847832284846015138e+00,-1.805897054984848760e+00,4.942878514099713350e-01,6.307241912773484671e-01,-6.556892779233025603e-01,1.373664647834985209e+00,-1.735854715941483217e+00,-1.851259946282131641e-01,9.849157209720993400e-01,-1.092069998543909293e+00,-7.904227380638931821e-01,1.488798923301306809e+00,5.112165305552800881e-02,1.428341508907247578e-02,3.739879504849266678e-01,-4.349252731291258778e-01,1.342319913092634709e-01,-4.967342615676432205e-01,1.311511530893557376e-01,-4.678429944835156840e-01,3.933721936181502898e-02,-4.588581575769123955e-02,-1.937252551434735792e-01,-4.831780599183292946e-01,-2.542879574078850125e-01,-4.787112564733143061e-01,-2.288205872768573068e-01,5.275432905964920482e-02
-1.045575497395408171e-01,4.043031912789411209e+00,5.724452719233306119e+00,3.960123914128785283e-01,-6.690514282271066371e+00,8.031896507043738254e+00,-4.484659798460923774e+00,3.843701341894923740e+00,-5.863333217191364632e-02,1.366472799908780678e+00,-3.668998867817232362e-02,-6.909858388515555117e-01,-3.354560624122262524e+00,-3.145784161661962841e+00,1.353823004375324102e-01,-2.323497268651861791e+00,-5.289655868011757800e-01,7.792861397176090721e-01,1.276642487001059978e+00,-2.812317234503627361e-01,-6.930180481240342250e-01,-4.632791946468187150e-01,-9.661187419102442719e-01,-3.272601374903334470e-01,-1.265358747070795875e+00,6.077523038503784836e-01,-1.069080867590001649e+00,2.549796429362048977e-01,-1.023171280368976171e-01,-6.254224337461393723e-01
1.154808469617995748e+01,1.729828480259648360e-01,-6.620560094293881370e-01,4.361408062435130906e-01,3.216966683133155591e-01,-3.114420871422768355e-01,-5.856480033790635309e-01,2.248520530685146623e-01,-5.021410687303563547e-01,2.828537488231661623e-01,-9.382645079455700365e-01,-8.622918438545722486e-01,-3.780861320990506758e-01,9.038412006842775348e-01,-6.528725844412500701e-01,2.363855293638359445e-01,5.533322782769545256e-01,2.393093847439596855e-01,3.752269044665503261e-01,-4.163213332330140126e-02,1.545951150905888749e-01,1.834457581495998746e-01,7.990575401766203401e-03,4.979926478931284706e-02,-1.393402851162152956e-01,1.048662391954832962e-01,-2.595110769088015967e-02,-1.477942417040459810e-01,2.152488064495158837e-01,1.589081724723819256e-01
-2.975360521554306192e+00,5.190014070111981237e-01,-5.136458024275334822e+00,1.130858672858060743e+00,-1.306979811176265938e-01,-7.442722016594712775e-01,-1.567110356703189933e-02,1.797456029082651618e-01,-1.804422480370280191e+00,-5.313063958051151420e-02,-2.221085926735545946e-01,-1.282155910769170459e+00,-4.274790210781352351e-01,4.478083589399109443e-01,-4.480053132814584838e-01,6.373304885643070739e-01,2.038773419174235713e-01,5.464742289089202787e-02,1.403597934065654307e-01,3.484345412209020054e-01,4.932391264078758719e-02,-4.214979529174869843e-01,-6.236164189956958648e-01,-2.576621588659417927e-01,-4.715240700175641897e-01,-7.376679888738665314e-01,1.442579891201734854e-01,-8.453267621084648020e-02,-5.561863998877720761e-01,1.022266311053505600e-01
1.602233283525687835e+00,-2.134072329573311944e+00,-3.328577686192213836e+00,-6.430086619820318816e-01,-9.573904902553730389e-01,1.534431612091809560e+00,4.708736734542009472e+00,1.435669203028231866e+00,1.420292721903351207e+00,-1.602813996424642395e+00,3.161794977230546477e-01,-3.149940454059845241e+00,-9.398132210173438805e-01,1.019522703491040627e-01,-1.260992235274191353e+00,4.342011823675964721e-02,-7.772106272064266408e-01,4.606909751577394907e-01,9.095713519413575199e-01,-1.002220954653528118e+00,3.228455424990572253e-01,2.718714386149458373e-01,-2.072861971931138636e-01,1.247506625426124671e-01,4.723490919136190125e-01,-5.024776563270545449e-01,6.200080725955213756e-01,9.311989306041457137e-02,1.859540151808157238e-01,1.173701992112004128e-01
1.180628687872494176e+01,7.132706671237512008e-01,-7.742829803320848692e-01,4.810163017722131062e-01,1.292822425521604202e-01,-7.571549213458803607e-01,-3.160195109709019734e-01,-2.326112573762445512e-01,8.167570559979873135e-01,9.259360691013979183e-01,9.223933349350802446e-01,-1.394513710953352970e+00,-6.759718575758191239e-01,6.769034469681296518e-01,-1.157617746743181963e-01,-1.432008072218569211e-02,4.066892042576397692e-01,-2.660451232629086615e-02,9.302940199679433919e-02,-1.343937191647729679e-01,-1.940860797706561724e-02,-1.027429777006056838e-01,2.074059651810925692e-02,-7.477379692146565726e-02,-8.052031833787454129e-02,1.781793571349868099e-01,5.652575218710875760e-04,-7.326696775560742614e-02,-2.620254851025718978e-02,9.226792941872286047e-03
1.171807219876708750e+01,5.313289675946786250e-01,-7.388208293678905081e-01,4.687695920814118900e-01,1.946047087233033490e-01,-5.997766456140700697e-01,-4.015480751125264924e-01,-7.728355444093704119e-02,3.609813005332945246e-01,6.721220230287427988e-01,2.828894249187012822e-01,-1.161262402553019379e+00,-5.471026890451933244e-01,7.355876874341011895e-01,-2.988821823873443750e-01,7.896410523423816330e-02,4.527787206938497233e-01,4.294084795776437202e-02,2.079386713198165537e-01,-1.329854980310889723e-01,4.343886285921444435e-02,5.364209289005817533e-03,2.048851663456794508e-02,-2.926365671854511130e-02,-9.020340304139873311e-02,1.562003601747198600e-01,-6.697465657340306855e-03,-1.000663774866162592e-01,6.304526068551968843e-02,5.523669188287162746e-02
-1.921967801743450721e+00,2.373538815163251048e+00,-1.476090633660980034e+00,2.363540118680441116e-01,4.382327847876746896e-01,7.323029453962922597e-01,-1.457757512284262313e+00,8.093719445716212046e-01,-1.052502042072620991e+00,-1.287499330739132253e+00,-9.327789747119937802e-01,-1.860529048119424100e+00,-2.520333955730787445e-01,-2.243070328644556077e-01,6.128813697486649309e-02,2.417791292165969996e-01,1.380266248213472546e-01,8.199045446079108457e-01,-3.549637681923366594e-01,1.169071032598533844e+00,-1.580428540995354458e-01,-1.733723803609600600e-01,-6.186638012391312280e-01,-1.759137823874622752e-01,-3.927415738987003468e-01,-3.469296296306378924e-01,6.174428072591061634e-01,-2.414915055089937312e-01,-1.302235383719098305e+00,-3.527071595277072036e-01
-3.933821565524058261e+00,2.512948895961575335e+00,-6.128236752578117397e+00,7.577924288599070302e+00,2.214817380592661422e+00,-1.234305028407792326e+00,-3.099889515112301819e-01,-1.639729900440511257e+00,-1.482721086497646112e+00,9.977001370949373227e-01,-9.166036645028290408e-01,-1.889431576343140184e+00,-7.112464401568958650e-01,-2.388257666551751868e+00,-3.927624480125304629e-01,2.087260947792542731e-01,1.850536142730126454e-01,-3.423303872290237582e-01,1.121511089344342654e-01,9.483099267924411935e-01,1.143071295300263079e+00,-4.928716406052327526e-02,-1.074023330208004001e+00,-1.843416366402143292e-01,1.743889932867263570e-01,1.623813650721370461e-01,-1.211810261931948879e-01,-1.798965651374647146e-01,7.150627684258756833e-01,9.756997774943930446e-02
-1.256235784331468430e+00,3.837596735550250493e+00,-4.273426727305950301e+00,-1.718773304193765838e+00,9.028996066323363712e-01,1.501980597320298427e+00,2.597590233871684973e+00,-1.616443647211377677e+00,1.494862007768720913e+00,9.536307173086121525e-01,-1.631331981661851005e+00,-6.581556002923851789e-01,-8.493733838272162773e-01,-9.823310259683926127e-01,-7.163919748801147458e-01,7.352991724485437031e-01,9.722060715433596956e-01,1.112957820236553097e+00,-2.481373810435044958e-01,9.080962014937229432e-01,-8.165731195319945179e-01,-2.055760768680291450e-01,-1.090188328992171274e-01,4.327645614896785675e-02,-1.868991495888127075e-01,-1.762305636627560235e-01,-4.341626819817707705e-01,-7.650626505163109492e-01,1.105918322871711212e-01,-4.210024111396457047e-01
